run_id;run_mode;sequence_no;test_id;case_id;area;suite_type;scenario;scenario_turn;block;variant_index;variant_type;variant_source;previously_executed;prior_validated;prior_result;source_case_id;source_mapping;question;evaluation_profile;expected_scope;expected_animal;input_data;expected_behavior;expected_fields;fallback;guardrail;support_current;probe_type;response;latency_ms;message_count;response_truncated;message_ids;whatsapp_metadata;send_system_timestamp;system_timestamp;collector_success;collector_note
AUTO_20260831_130203;smoke;1;SEL_MUNG_001_V0;SEL_MUNG_001;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_001;0;canonical;manual_selected;False;False;;MUNG_007;adapted;quante vacche/bufale hanno prodotto poco?;low_milking_yield_list;herd;;lista animali, produzione baseline, produzione attesa, media mandria, media gruppo, animal ID, gruppo, DIM;"L'ultima sessione di mungitura ha registrato ""#n animali"" con una bassa produzione. Ecco i peggiori:";Animale | DIM | Gruppo | Ultima mungitura | Latte ultima mungitura | Atteso | Differenza | Intervallo mungitura;Mancano produzione ultima mungitura o baseline attesa.;"Non usare produzione per mungitura isolata come segnale clinico. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"392 bufale hanno una produzione inferiore di almeno 20 % rispetto al valore atteso nella giornata più recente.

Su 443 bufale per le quali sono disponibili dati, ciò equivale a circa 88 % della mandria.



Le cause più frequenti di produzione ridotta sono mastite, stress termico, deficit energetico (chetosi), problemi podali, frequenza di mungitura non adeguata o nutrizione carente.



Azioni consigliate:

Verificare la conduttività e, se disponibile, le SCC per individuare eventuali infezioni mammarie; prelevare campioni di latte e trattare secondo le indicazioni veterinarie.
Controllare il THI (indice di calore) e garantire ombra, ventilazione e acqua fresca.
AUTO_20260831_130203;smoke;6;SEL_MUNG_006_V0;SEL_MUNG_006;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_006;0;canonical;manual_selected;False;False;;MUNG_010;exact;chi ha la conducibilità alta?;conductivity_list;herd;;ID, nr lattazione, DIM, gruppo, ultima conducibilità, media conducibilità gruppo, incremento conducibilità baseline;ecco gli animali con elevati valori di conducibilità:;Animale | DIM | Gruppo | Ultima mungitura | Conducibilità | Baseline/flag | Latte ultima | SCC score | Delta latte;Manca conducibilità aggiornata o baseline/flag aziendale.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#2474 (L7, DIM 275): 17.3 — +5.0 rispetto alla media (12.3)
#5127 (L5, DIM 423): 15.1 — +2.8 rispetto alla media (12.3)
#8102 (L1, DIM 104): 13.7 — +1.4 rispetto alla media (12.3)
#474 (L2, DIM 285): 13.3 — +1.0 rispetto alla media (12.3)
#662 (L6, DIM 268): 13.2 — +0.9 rispetto alla media (12.3)
#428 (L2, DIM 482): 12.9 — +0.6 rispetto alla media (12.3)
#7340 (L5, DIM 242): 12.9 — +0.6 rispetto alla media (12.3)


Conducibilità elevata è un segnale precoce di mastite subclinica: gli ioni (sodio, potassio) aumentano prima che la conta delle cellule somatiche salga o che la produzione diminuisca. Le bufale sopra elencate meritano un controllo immediato dell’udero, prelievo di latte per SCC e coltura, verifica della pulizia del capezzolo e del corretto funzionamento del sistema di mungitura. Se la conducibilità rimane alta nei giorni successivi, valuta terapia antibiotica intramammaria in accordo con il veterinario.



Se vuoi approfondire una di queste bufale in particolare, fammi sapere.";84980;1;False;824BE900F4B10D20CF;[13:11, 31/08/2026] Marica Marches: ;2026-08-31T13:09:35;2026-08-31T13:11:09;True;OK
AUTO_20260831_130203;smoke;7;SEL_MUNG_007_V0;SEL_MUNG_007;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_007;0;canonical;manual_selected;False;False;;MUNG_012;adapted;quali primipare vanno poco al robot;primiparous_low_robot;herd;;ID, DIM, gruppo, nr visite ultime 24h, tempo dall'ultima visita, tempo di intervallo atteso;Ecco la lista completa delle primipare con poche visite volontarie:;Animale | DIM | Parità | Gruppo | Mungiture 24h | Visite robot | Ultima mungitura | Latte 24h;Manca DIM o dati robot.;Non parlare di chetosi/patologia senza segnali metabolici/produttivi aggiuntivi.;Supportato se dati robot presenti;canonical;"#8316 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3131 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3124 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3164 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#8042 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3196 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3177 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3137 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)


Le primipare sopra hanno la più bassa frequenza di passaggi al robot negli ultimi 7 giorni. Una visita media di 1,0 al giorno può indicare difficoltà o disagi: possibile mastite subclinica, dolore all’udero o podale, stress da calore, problemi di riconoscimento al robot o condizioni metaboliche (cheto‑si, ipocalcemia).



Azioni consigliate:

Controllare la conducibilità del latte e, se alta, prelevare campione per SCC.
Osservare il comportamento al robot (tempo di permanenza, tentativi di ingresso).
Verificare i log del robot per errori di riconoscimento o porte bloccate.
Valutare rapidamente la podologia per eventuali zoppie o lesioni […]";76929;1;False;C374F112BB0C5AABE3;[13:12, 31/08/2026] Marica Marches: ;2026-08-31T13:11:14;2026-08-31T13:12:39;True;OK
AUTO_20260831_130203;smoke;8;SEL_MUNG_008_V0;SEL_MUNG_008;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_008;0;canonical;manual_selected;False;False;;PROD_001;exact_cross_area;chi ha calato il latte oggi?;production_drop_list;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione, delta produzione;Gli animali con il maggiore calo individuale sono i seguenti:;Animale | DIM | Parità | Gruppo | Latte attuale | Baseline/media | Delta kg | Delta % | Segnali associati;Manca produzione aggiornata o baseline/media recente.;Non indicare causa certa del calo se non ci sono segnali concordanti.;Supportato se produzione e baseline presenti;canonical;"Al momento non ci sono dati di calo per la data di oggi (31 agosto 2026); il file contiene solo le mungiture del giorno precedente (30 agosto 2026).

#6946 (L3, DIM 241): 0,2 kg — attesi 6,10 kg (-96,7 %)
#5659 (L3, DIM 207): 0,5 kg — attesi 7,35 kg (-93,2 %)
#5762 (L3, DIM 226): 0,5 kg — attesi 6,63 kg (-92,5 %)
#726 (L2, DIM 222): 0,6 kg — attesi 7,18 kg (-91,6 %)
#2474 (L7, DIM 275): 0,4 kg — attesi 4,04 kg (-90,1 %)
#165 (L6, DIM 228): 0,6 kg — attesi 5,40 kg (-88,9 %)
#2491 (L2, DIM 279): 0,7 kg — attesi 5,50 kg (-87,3 %)
#2516 (L2, DIM 17): 1,8 kg — attesi 12,32 kg (-85,4 %)
#2422 (L2, DIM 274): 0,9 kg — attesi 5,63 kg (-84,0 %)
#7340 (L5, DIM 242): 0,8 kg — attesi 4,95 kg (-83,9 %)


Se vuoi approfondire una o più di queste bufale, fammelo sapere.";102437;1;False;8CAE7A626166D1A586;[13:14, 31/08/2026] Marica Marches: ;2026-08-31T13:12:44;2026-08-31T13:14:34;True;OK
AUTO_20260831_130203;smoke;9;SEL_MUNG_009_V0;SEL_MUNG_009;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_009;0;canonical;manual_selected;False;False;;PROD_002;exact_cross_area;quali sono le vacche/bufale con un calo superiore a 5 kg?;production_drop_threshold;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione;"Animali con calo superiore a {X} kg:
{tabella}
La tabella è ordinata per scostamento produttivo, non per priorità.";Animale | DIM | Gruppo | Latte attuale | Baseline | Calo kg | Calo % | Note;Manca produzione, baseline o soglia interpretabile.;"Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se produzione e baseline presenti;canonical;"Bufale con calo > 5 kg (residuo ≤ ‑5 kg): 162 capi.

#2468 (L3, DIM 55): 2,6 kg — attesi 15,76 kg (‑13,16 kg, ‑84 %)
#8058 (L2, DIM 60): 3,9 kg — attesi 14,86 kg (‑10,96 kg, ‑74 %)
#2516 (L2, DIM 17): 1,8 kg — attesi 12,32 kg (‑10,52 kg, ‑85 %)
#2500 (L3, DIM 52): 5,9 kg — attesi 15,83 kg (‑9,93 kg, ‑63 %)
#444 (L3, DIM 27): 5,2 kg — attesi 14,73 kg (‑9,53 kg, ‑65 %)
#1320 (L14, DIM 86): 3,0 kg — attesi 12,47 kg (‑9,47 kg, ‑76 %)
#418 (L3, DIM 76): 5,6 kg — attesi 14,70 kg (‑9,10 kg, ‑62 %)
#3145 (L2, DIM 64): 5,7 kg — attesi 14,69 kg (‑8,99 kg, ‑61 %)
#2448 (L3, DIM 44): 6,9 kg — attesi 15,88 kg (‑8,98 kg, ‑57 %)
#2971 (L2, DIM 40): 6,2 kg — attesi 15,15 kg (‑8,95 kg, ‑59 %)


…e altre 152 bufale con calo ≥ 5 kg.



Possibili cause: stress termico (THI > 70), mastite (SCC alta, conducibilità), deficit energetico, problemi podali o riconoscimento robot.



Azioni rapide: verificare conduttività e SCC, controllare temperatura/umidità ambientale e attivare raffrescamento, ispezionare gli zoccoli, assicurare dry‑matter intake adeguato e confermare almeno 1,5 mungiture al giorno.



Se vuoi la lista completa o approfondire una singola bufala, fammi sapere.";137464;1;False;2673D85CC72AE77DE1;[13:16, 31/08/2026] Marica Marches: ;2026-08-31T13:14:39;2026-08-31T13:17:05;True;OK
AUTO_20260831_130203;smoke;10;SEL_PROD_001_V0;SEL_PROD_001;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_001;0;canonical;manual_selected;False;False;;PROD_006;exact;chi produce meno?;low_vs_group;herd;;ID, gruppo,DIM, ultima produzione, media gruppo, delta produzione;"Animali sotto la media del proprio gruppo:
{tabella}
Questo confronto è più utile se il gruppo è omogeneo per DIM/parità.";Animale | DIM | Parità | Gruppo | Latte attuale | Media gruppo | Delta vs gruppo | Delta vs se stessa;Manca gruppo o media gruppo calcolabile.;Non giudicare animale senza considerare DIM/parità quando disponibili.;Supportato se produzione e baseline presenti;canonical;"#6946 (L3, DIM 241): 0,2 kg — attesi 6,10 kg (‑5,90 kg, ‑96,7 %)
#2474 (L7, DIM 275): 0,4 kg — attesi 4,04 kg (‑3,64 kg, ‑90,1 %)
#5659 (L3, DIM 207): 0,5 kg — attesi 7,35 kg (‑6,85 kg, ‑93,2 %)
#5762 (L3, DIM 226): 0,5 kg — attesi 6,63 kg (‑6,13 kg, ‑92,5 %)
#726 (L2, DIM 222): 0,6 kg — attesi 7,18 kg (‑6,58 kg, ‑91,6 %)


Se vuoi approfondire una di queste bufale o visualizzare l’intera lista, fammi sapere.";81593;1;False;449A37C226D3FDA782;[13:18, 31/08/2026] Marica Marches: ;2026-08-31T13:17:18;2026-08-31T13:18:47;True;OK
AUTO_20260831_130203;smoke;11;SEL_PROD_002_V0;SEL_PROD_002;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_002;0;canonical;manual_selected;False;False;;PROD_005;exact;quale gruppo è calato nella produzione?;group_production_drop;group;;gruppo, n animali, produzione gruppo corrente, produzione baseline gruppo utlimi 7 gg, delta produzione gruppo;"Confronto produzione per gruppo:
{tabella}
Se il calo è concentrato nel gruppo, verificare anche fattore ambientale/gestionale/alimentare.";Gruppo | Animali | Latte medio attuale | Baseline gruppo | Delta kg/capo | THI | Note;Mancano gruppi o baseline produttive di gruppo.;Non concludere razione/ambiente senza dati di supporto.;Supportato se produzione e baseline presenti;canonical;"Dati: il gruppo con il calo più marcato è P2‑fresh (seconda parità, fase “fresh”). Media residuo relativo = ‑0,512, cioè produzione circa ‑51 % rispetto a quanto atteso dalla curva di lattazione. Tutti gli altri gruppi hanno residui meno negativi.



Perché può calare

Stress termico: se il THI supera 70 la dry‑matter intake diminuisce e la produzione cala fino al 50 % del deficit.
Possibile mastite subclinica: conduzione elevata del latte indica infiammazione precoce.
Deficit energetico nei primi giorni di lattazione, soprattutto se il foraggio fresco è scarso o poco palatabile.
Problemi podali: dolore agli zoccoli riduce le visite al mungitore.


Azioni immediate

Controllare la conducibilità media del latte delle bufale P2‑fresh; valori alti richiedono prelievo per coltura.
Verificare il THI delle ultime 24 h e, se >70, intensificare raffrescamento (spruzzatori, ventilazione).
Accertare la disponibilità e la qualità del foraggio, garantendo adeguata dry‑matter intake.
Ispezionare gli zoccoli per lesioni o corpi estranei; intervenire con pulizia, rasatura o trattamenti topici […]";48293;1;False;293F0347515371179C;[13:19, 31/08/2026] Marica Marches: ;2026-08-31T13:18:52;2026-08-31T13:19:48;True;OK
AUTO_20260831_130203;smoke;12;SEL_PROD_003_V0;SEL_PROD_003;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_003;0;canonical;manual_selected;False;False;;PROD_007;exact;perché animale 3118 ha calato?;production_drop_reason;animal;3118;DIM, gruppo, lattazione, delta produzione, allarmi attivi triage/probabilità patologia;"La {animal_id} è sotto il suo andamento recente di {production_delta_kg} kg.
{tabella}
Se conducibilità/SCC sono alterati, verifica latte e mammella; se ruminazione è bassa, controlla appetito/stato generale; se il gruppo cala con THI alto, valuta contesto ambientale.";Animale | Latte attuale | Baseline | Delta kg | Ruminazione | Conducibilità | SCC score | THI | Mungiture | Esito PECUS;Manca produzione/baseline o dati associati.;Non dare causa unica se segnali discordanti o assenti.;Supportato se produzione e baseline presenti;canonical;"3118: stress da calore, probabilità 76 %



Perdita stimata 8,1 kg / giorno (pred_loss_kg_day).



Segnali: calo produzione acuto ‑0,28 %, ore di caldo 24,0 h, perdita prevista 8,07 kg / giorno.



Azioni consigliate – attivare sistemi di raffrescamento (nebulizzatori o spruzzi in pre‑milking e corridoi, aprire ventilatori); offrire foraggi freschi e concentrati nelle ore più fresche (prima dell’alba o al tramonto) suddividendo la razione in più pasti; garantire acqua fresca e pulita a flusso continuo, eventualmente nebulizzandola; integrare vitamine A, E e minerali (zinco, selenio) e aumentare leggermente la densità energetica del concentrato, evitando eccessi che possano acidificare il rumine; monitorare consumo di foraggio, assunzione d’acqua e produzione per le prossime 24 h, se il calo persiste valutare visita veterinaria.



Se vuoi approfondisco ulteriori dettagli.";104225;1;False;DFBC16C88F82E8106D;[13:21, 31/08/2026] Marica Marches: ;2026-08-31T13:19:53;2026-08-31T13:21:46;True;OK
AUTO_20260831_130203;smoke;13;SEL_PROD_004_V0;SEL_PROD_004;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_004;0;canonical;manual_selected;False;False;;PROD_008;exact;quanti/quali animali mi costano di più?;economic_loss_list;herd;;ID, gruppo, DIM, produzione baseline, delta ultimi 7 gg, costo totale, produzione baseline  gruppo;"Animali con maggiore perdita economica stimata dai dati disponibili:
{tabella}
Mostra sempre se il prezzo latte è reale o default e il periodo della stima.";Animale | DIM | Gruppo | Calo kg/g | Prezzo latte usato | Perdita €/g | Base calcolo | Note;Manca prezzo latte, baseline o perdita calcolabile.;Non mostrare euro se il calcolo non è supportato.;Supportato se produzione e baseline presenti;canonical;;;0;False;;;2026-08-31T13:21:51;2026-08-31T13:24:21;False;TIMEOUT_ABORT_RUN
AUTO_20260831_130203;smoke;13;2;SEL_PROD_004_V0_A2;SEL_PROD_004_V0;SEL_PROD_004;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_004;0;canonical;manual_selected;False;False;;PROD_008;exact;quanti/quali animali mi costano di più?;economic_loss_list;herd;;ID, gruppo, DIM, produzione baseline, delta ultimi 7 gg, costo totale, produzione baseline  gruppo;"Animali con maggiore perdita economica stimata dai dati disponibili:
{tabella}
Mostra sempre se il prezzo latte è reale o default e il periodo della stima.";Animale | DIM | Gruppo | Calo kg/g | Prezzo latte usato | Perdita €/g | Base calcolo | Note;Manca prezzo latte, baseline o perdita calcolabile.;Non mostrare euro se il calcolo non è supportato.;Supportato se produzione e baseline presenti;canonical;"3 bufale sono quelle con la perdita di latte più alta.

#2516: mastite al parto, probabilità 65 % – perdita 8,8 kg/giorno
#3118: stress termico, probabilità 76 % – perdita 8,1 kg/giorno
#1320: stress termico, probabilità 73 % – perdita 7,7 kg/giorno


Mastite al parto riduce drasticamente la sintesi lattiera perché l’infiammazione compromette la mammella; lo stress termico costringe l’animale a spendere energia per raffreddarsi (respirazione accelerata, ridotto consumo di cibo), sottraendola alla produzione di latte.



Azioni consigliate

#2516: controllare la conducibilità del latte, prelevare campione entro 24 h per SCC e coltura, avviare terapia antibiotica mirata dopo valutazione veterinaria.
#3118 e #1320: attivare raffreddamento attivo (nebulizzatori o spruzzi) e ventilazione forzata nelle aree di pre‑mungere e alimentazione, garantire acqua fresca ed elettroliti, ridurre la concentrazione energetica del concentrato del 10 % e aumentare fibra efficace nella dieta. Monitorare quotidianamente THI e impostare alert quando supera 78.


Se vuoi approfondisco le singole misure o il monitoraggio.";54207;1;False;3E5B353773B9C2C040;[15:59, 31/08/2026] Marica Marches: ;2026-08-31T15:58:54;2026-08-31T15:59:56;True;OK
AUTO_20260831_130203;smoke;14;1;SEL_PROD_005_V0_A1;SEL_PROD_005_V0;SEL_PROD_005;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_005;0;canonical;manual_selected;False;False;;PROD_010;exact;chi perde latte da più giorni?;persistent_milk_loss;herd;;ID, gruppo, dIM, produzione baseline, delta ultimi 7 gg, n giorni sotto baseline;"Animali con calo produttivo persistente:
{tabella}
Distinguere se il segnale è individuale o condiviso dal gruppo.";Animale | DIM | Gruppo | Giorni sotto baseline | Calo medio kg | Calo massimo | Segnali associati | Ultimo esito;Manca storico produzione sufficiente.;Non usare 'cronico' senza regola validata e storico clinico.;Supportato se produzione e baseline presenti;canonical;"Nessuna bufala registra una perdita di latte da più di un giorno.



Al momento le sole segnalazioni di perdita sono di un giorno:

#150: giorni_deviante 1, probabilità 14 %, motivo “conducibilità +4,3σ”.
#7025: giorni_deviante 1, probabilità 9 %, motivo “conducibilità +5,5σ, resa vs curva -1,7σ”.
#2543: giorni_deviante 1, probabilità 2 %, motivo “conducibilità +9,6σ”.


Se vuoi approfondire una di queste bufale (previsioni a breve, segnali specifici o azioni consigliate), fammi sapere.";29597;1;False;AA5C3BB5C0F5E031BA;[16:00, 31/08/2026] Marica Marches: ;2026-08-31T16:00:02;2026-08-31T16:00:39;True;OK
AUTO_20260831_130203;smoke;15;1;SEL_MAST_001_V0_A1;SEL_MAST_001_V0;SEL_MAST_001;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_001;0;canonical;manual_selected;False;False;;MAMM_001;guardrail_adapted;chi ha la mastite oggi?;mammary_signal_list;herd;;ID, gruppo, dim, lattazione, conducibilità corrente, media conducibilità ultimi 7 gg, conta SCC, delta produzione, probabilità triage;Gli animali che presentano segnali mammari elevati sono i seguenti:;Animale | DIM | Parità | Gruppo | Segnale mammario | Conducibilità | SCC score | Calo latte | Ultimo dato;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati mammari presenti;canonical;"#7382: mastite, probabilità 67 %, perdita prevista 4,3 kg/giorno – segnalazione 25‑08‑2026
#8079: mastite, probabilità 62 %, perdita prevista 4,2 kg/giorno – segnalazione 25‑08‑2026


Le due bufale risultano a rischio di mastite sulla base dell’ultimo scoring (25 ago 2026).



Azioni consigliate: verifica della conducibilità del latte e, se supera la media della mandria, preleva campione per SCC e coltura entro 24 h; controlla la mammella per gonfiore o secrezioni; isola temporaneamente le due bufale; avvia terapia antibiotica mirata dopo conferma microbiologica; mantieni pulizia accurata del capezzolo e regola la routine di mungitura per evitare diffusione.



Se vuoi approfondire i protocolli di trattamento o il monitoraggio giornaliero, fammi sapere.";35501;1;False;5C7DCB7B8EEB950D97;[16:01, 31/08/2026] Marica Marches: ;2026-08-31T16:00:52;2026-08-31T16:01:34;True;OK
AUTO_20260831_130203;smoke;16;1;SEL_MAST_002_V0_A1;SEL_MAST_002_V0;SEL_MAST_002;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_002;0;canonical;manual_selected;False;False;;MAMM_002;exact;Quali vacche hanno conducibilità elevata?;conductivity_list;herd;;ID, gruppo, DIM , lattazione, ultima conducibilità, baseline conducibilità, delta utlimi 3 giorni;"Animali/dati mammari richiesti:
{tabella}
Interpretazione: usa questi dati come segnale mammario da verificare in stalla; controlla latte, mammella e CMT/campione se previsto dal protocollo.";Animale | DIM | Gruppo | Conducibilità | Baseline/Soglia | Ultima mungitura | SCC score | Calo latte;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati mammari presenti;canonical;"#2474 (L7, DIM 275): 17,3 — +3,8 rispetto alla media della mandria
#5127 (L5, DIM 423): 15,1 — +1,6 rispetto alla media della mandria
#8102 (L1, DIM 104): 13,7 — +0,2 rispetto alla media della mandria


La conduttività del latte è un indicatore precoce di infiammazione mammaria: valori più alti riflettono un aumento di ioni e proteine legati a possibili mastiti, spesso prima di segni clinici evidenti. Nei sistemi di mungitura automatica la rilevazione tempestiva consente di intervenire subito, limitando la diffusione dell’infezione e le perdite di produzione.



Azioni consigliate:

Controllare in tempo reale la conduttività di queste tre bufale e confrontarla con la media della stalla.
Prelevare campioni di latte per SCC e coltura batterica entro 24 h.
Isolare temporaneamente le bufale in una zona di mungitura dedicata fino a risultati di laboratorio.
Pulire i capezzoli con disinfettante prima di ogni mungitura.
Se confermata mastite, avviare terapia antibiotica mirata secondo indicazioni veterinarie e monitorare conduttività e SCC per 3‑5 giorni.


Se vuoi approfondire protocolli di prelievo o impostare alert automatici, fammi sapere.";32886;1;False;733163000BB01E9DF9;[16:02, 31/08/2026] Marica Marches: ;2026-08-31T16:01:40;2026-08-31T16:02:21;True;OK
AUTO_20260831_130203;smoke;17;1;SEL_MAST_003_V0_A1;SEL_MAST_003_V0;SEL_MAST_003;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_003;0;canonical;manual_selected;False;False;;MAMM_006;guardrail_adapted;perché l'animale 2516 è segnalata per mastite?;mammary_reason;animal;2516;dim, gruppo, lattazione, conducibilità, SCC, conducibilità quarto maggiore, delta produzione, perdita prevista;"Animali/dati mammari richiesti:
{tabella}
Interpretazione: usa questi dati come segnale mammario da verificare in stalla; controlla latte, mammella e CMT/campione se previsto dal protocollo.";Animale | Segnale | Conducibilità | SCC score | Calo latte | Ultima mungitura | DIM | Gruppo;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati mammari presenti;canonical;"#2516: 8,8 kg/giorno — perdita stimata
2516: mastite al parto, probabilità 65 %

Perdita stimata 8,8 kg/giorno.

Segnali: scostamento medio 10 gg -0,87 %, perdita prevista ML 8,78 kg/giorno, conducibilità persistente +0,81 z‑score.

Azioni: verifica la conducibilità, preleva latte per SCC e coltura entro 24 h, porta la bufala in zona di quarantena, igienizza il capezzolo prima di ogni mungitura, avvia terapia antibiotica mirata secondo indicazione veterinario, monitora quotidianamente conducibilità, SCC e produzione.



Se vuoi approfondisco il protocollo di prelievo e terapia.";49459;1;False;A308218F29E94ED2C5;[16:03, 31/08/2026] Marica Marches: ;2026-08-31T16:02:26;2026-08-31T16:03:22;True;OK
AUTO_20260831_130203;smoke;18;1;SEL_MAST_004_V0_A1;SEL_MAST_004_V0;SEL_MAST_004;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_004;0;canonical;manual_selected;False;False;;MAMM_012;exact;chi è segnata per mastite per più giorni?;persistent_mammary_signal;herd;;ID, gruppo, lattazione, DIM, timestamp prima segnalazione,;"Animali/dati mammari richiesti:
{tabella}
Interpretazione: usa questi dati come segnale mammario da verificare in stalla; controlla latte, mammella e CMT/campione se previsto dal protocollo.";Animale | DIM | Gruppo | Giorni con segnale | Primo segnale | Ultimo segnale | Esiti registrati | Trend latte;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Parziale: dipende dallo storico;canonical;"#7382: 1 giorno segnata per mastite
#8079: 1 giorno segnata per mastite


Entrambe le bufale hanno la segnalazione più lunga: 1 giorno (il 25 agosto 2026). Non ci sono altre bufale con più giorni consecutivi di segnalazione.



Cosa fare

Controlla la conducibilità del latte di #7382 e #8079; valori sopra la media indicano infiammazione.
Preleva campione di latte entro 24 h per SCC e coltura. Un SCC ≥ 200 000 cellule/mL conferma mastite.
Isola temporaneamente le due bufale in zona mungitura dedicata per limitare la diffusione.
Disinfetta il capezzolo prima di ogni mungitura.
Se la coltura identifica un patogeno batterico, avvia terapia antibiotica mirata secondo indicazioni veterinarie, rispettando i tempi di sospensione.
Monitora quotidianamente conducibilità e SCC per 3‑5 giorni dopo l’avvio della terapia; verifica il ritorno della produzione al livello atteso.


Se vuoi approfondire il protocollo di prelievo o impostare alert automatici, fammi sapere.";32347;1;False;925670A52460BB977D;[16:03, 31/08/2026] Marica Marches: ;2026-08-31T16:03:27;2026-08-31T16:04:08;True;OK
