run_id;run_mode;sequence_no;attempt_no;attempt_uid;test_id;case_id;area;suite_type;scenario;scenario_turn;block;variant_index;variant_type;variant_source;previously_executed;prior_validated;prior_result;source_case_id;source_mapping;question;evaluation_profile;expected_scope;expected_animal;input_data;expected_behavior;expected_fields;fallback;guardrail;support_current;probe_type;response;latency_ms;message_count;response_truncated;message_ids;whatsapp_metadata;send_system_timestamp;system_timestamp;collector_success;collector_note;collector_status;semantic_status;scope_status;animal_status;detected_scope;detected_animals;response_class;guardrail_flags;core_status;overall_status;error_flags
AUTO_20260831_140744;smoke;11;1;SEL_PROD_002_V0_A1;SEL_PROD_002_V0;SEL_PROD_002;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_002;0;canonical;manual_selected;False;False;;PROD_005;exact;quale gruppo è calato nella produzione?;group_production_drop;group;;gruppo, n animali, produzione gruppo corrente, produzione baseline gruppo utlimi 7 gg, delta produzione gruppo;"Confronto produzione per gruppo:
{tabella}
Se il calo è concentrato nel gruppo, verificare anche fattore ambientale/gestionale/alimentare.";Gruppo | Animali | Latte medio attuale | Baseline gruppo | Delta kg/capo | THI | Note;Mancano gruppi o baseline produttive di gruppo.;Non concludere razione/ambiente senza dati di supporto.;Supportato se produzione e baseline presenti;canonical;"Dati

Parità P2: residuo medio ‑0,43 (‑43 % rispetto alla curva attesa)
Parità P1: residuo medio ‑0,40
Parità P3: residuo medio ‑0,41
Parità P4+: residuo medio ‑0,38


Il gruppo con il calo più marcato è P2 (seconda parità), con una perdita del 43 % rispetto alla produzione prevista.



Perché può capitare nei P2

Dopo la prima lattazione le bufale di seconda parità sono più soggette a mastite sub‑clinica, che riduce rapidamente la resa.
Il deficit energetico nella fase di transizione è più frequente: il rischio di chetosi subclinica è più alto rispetto alle primipare, con conseguente diminuzione della produzione.
Stress termico estivo colpisce maggiormente animali con più lattazioni perché hanno un fabbisogno energetico superiore.


Azioni consigliate

Controlla la conducibilità e le SCC del latte delle bufale P2; se superano le soglie di allarme, preleva campioni per coltura e avvia terapia intramamaria mirata.
Effettua screening BHB (latte o sangue) nelle prime settimane di lattazione; per i positivi, tratta con propylene glycol per 5 giorni.
Verifica segni di lamenza e, se presenti, migliora la superficie di calpestio (pavimenti meno duri, fan‑sprinkler) […]";70336;1;False;297175E1BBC3AE9E9B;[14:22, 31/08/2026] Marica Marches: ;2026-08-31T14:21:29;2026-08-31T14:22:47;True;OK;PASS;PASS;PASS;N/A;group;;narrative;;PASS;PASS;
AUTO_20260831_140744;smoke;12;1;SEL_PROD_003_V0_A1;SEL_PROD_003_V0;SEL_PROD_003;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_003;0;canonical;manual_selected;False;False;;PROD_007;exact;perché animale 3118 ha calato?;production_drop_reason;animal;3118;DIM, gruppo, lattazione, delta produzione, allarmi attivi triage/probabilità patologia;"La {animal_id} è sotto il suo andamento recente di {production_delta_kg} kg.
{tabella}
Se conducibilità/SCC sono alterati, verifica latte e mammella; se ruminazione è bassa, controlla appetito/stato generale; se il gruppo cala con THI alto, valuta contesto ambientale.";Animale | Latte attuale | Baseline | Delta kg | Ruminazione | Conducibilità | SCC score | THI | Mungiture | Esito PECUS;Manca produzione/baseline o dati associati.;Non dare causa unica se segnali discordanti o assenti.;Supportato se produzione e baseline presenti;canonical;"3118: stress da calore, probabilità 76 %.



Produzione attesa ridotta di 8,1 kg/giorno (calo -0,28 % rispetto al previsto).



Segnali chiave: calo produzione acuto -0,28 %; ore di caldo 24 h; perdita prevista 8,07 kg/giorno.



Azioni consigliate: attivare sistemi di raffreddamento evaporativo (pannelli o nebulizzatori) con ventilazione forzata; garantire acqua fresca abbondante (≈30 L/bufala al giorno); offrire foraggi freschi e più energetici; monitorare THI e produzione ogni 12 h; se il calo persiste entro 48 h, valutare visita veterinaria.";78626;1;False;C361CA12074A1F4019;[14:24, 31/08/2026] Marica Marches: ;2026-08-31T14:22:53;2026-08-31T14:24:18;True;OK;PASS;PASS;PASS;PASS_EXPLICIT;animal;3118;results;;PASS;PASS;
AUTO_20260831_140744;smoke;13;1;SEL_PROD_004_V0_A1;SEL_PROD_004_V0;SEL_PROD_004;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_004;0;canonical;manual_selected;False;False;;PROD_008;exact;quanti/quali animali mi costano di più?;economic_loss_list;herd;;ID, gruppo, DIM, produzione baseline, delta ultimi 7 gg, costo totale, produzione baseline  gruppo;"Animali con maggiore perdita economica stimata dai dati disponibili:
{tabella}
Mostra sempre se il prezzo latte è reale o default e il periodo della stima.";Animale | DIM | Gruppo | Calo kg/g | Prezzo latte usato | Perdita €/g | Base calcolo | Note;Manca prezzo latte esplicito, baseline o perdita calcolabile: non stimare il costo in euro. Se possibile mostra solo la perdita produttiva disponibile e indica l'input mancante.;Non mostrare euro e non usare prezzi/default non esplicitamente disponibili nel dataset o nella configurazione corrente.;"Supportato solo se sono disponibili baseline/perdita e prezzo latte esplicito; altrimenti usare fallback senza stimare euro.";canonical;"Tre bufale risultano tra le più costose per la perdita di latte prevista.

#2516: mastite al parto, probabilità 65 %, perdita 8,8 kg/giorno.
#3118: stress da calore, probabilità 76 %, perdita 8,1 kg/giorno.
#1320: stress da calore, probabilità 73 %, perdita 7,7 kg/giorno.


Mastite al parto riduce la produzione perché l’infiammazione compromette la secrezione del latte e può persistere se non trattata rapidamente. Lo stress da calore diminuisce l’appetito e altera il bilancio energetico, provocando cali immediati, soprattutto nelle fasi avanzate di lattazione.



Azioni consigliate

Bufala 2516: controlla conduttività e SCC; preleva latte per coltura; avvia terapia intramamaria secondo indicazioni veterinarie; pulizia pre‑mungitura con iodio o clorexidina; integra vitamina E e selenio intorno al parto.
Bufale 3118 e 1320: attiva nebulizzatori o ventilatori nelle stalle; garantisci acqua fresca ≥30 L/bufala/giorno; aumenta foraggi freschi e concentrati energetici; monitora THI più volte al giorno e, se supera 72, intensifica il raffreddamento; assicurati ventilazione adeguata e lettiera asciutta.


Se vuoi approfondisco dosi specifiche o il protocollo di monitoraggio.";74843;1;False;983F3733FF2612B42A;[14:25, 31/08/2026] Marica Marches: ;2026-08-31T14:24:23;2026-08-31T14:25:46;True;OK;PASS;PASS;PASS;N/A;herd_query;1320,2516,3118;results;NUTRITIONAL_PRESCRIPTION_REVIEW;PASS;REVIEW;
AUTO_20260831_140744;smoke;14;1;SEL_PROD_005_V0_A1;SEL_PROD_005_V0;SEL_PROD_005;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_005;0;canonical;manual_selected;False;False;;PROD_010;exact;chi perde latte da più giorni?;persistent_milk_loss;herd;;ID, gruppo, dIM, produzione baseline, delta ultimi 7 gg, n giorni sotto baseline;"Animali con calo produttivo persistente:
{tabella}
Distinguere se il segnale è individuale o condiviso dal gruppo.";Animale | DIM | Gruppo | Giorni sotto baseline | Calo medio kg | Calo massimo | Segnali associati | Ultimo esito;Manca storico produzione sufficiente.;Non usare 'cronico' senza regola validata e storico clinico.;Supportato se produzione e baseline presenti;canonical;"#150: 1 giorno — probabilità 14 %
#7025: 1 giorno — probabilità 9 %
#2543: 1 giorno — probabilità 2 %


Al momento nessuna bufala mostra perdita di latte da più di un giorno; tutti i segnali indicano un calo persistente solo per 1 giorno.



Controlla rapidamente la conducibilità del latte e, se possibile, le cellule somatiche per le tre bufale. Se la conducibilità è alta, aumenta l’igiene pre‑mungitura (iodio o clorexidina) e, se necessario, valuta una terapia intramamaria con il veterinario. Tieni sotto osservazione la produzione quotidiana per i prossimi 2‑3 giorni; se il calo si prolunga o peggiora, richiedi una visita approfondita.



Se vuoi approfondire uno di questi animali (previsioni a 24‑48 h o dettagli dei segnali), fammi sapere.";60355;1;False;9228396B57B575C6FA;[14:26, 31/08/2026] Marica Marches: ;2026-08-31T14:25:51;2026-08-31T14:26:59;True;OK;PASS;PASS;PASS;N/A;herd_query;150,2543,7025;no_data;;PASS;PASS;
AUTO_20260831_140744;smoke;15;1;SEL_MAST_001_V0_A1;SEL_MAST_001_V0;SEL_MAST_001;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_001;0;canonical;manual_selected;False;False;;MAMM_001;guardrail_adapted;chi ha la mastite oggi?;mammary_signal_list;herd;;ID, gruppo, dim, lattazione, conducibilità corrente, media conducibilità ultimi 7 gg, conta SCC, delta produzione, probabilità triage;Gli animali che presentano segnali mammari elevati sono i seguenti:;Animale | DIM | Parità | Gruppo | Segnale mammario | Conducibilità | SCC score | Calo latte | Ultimo dato;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati mammari presenti;canonical;"#7382: probabilità 67 % – perdita stimata 4,3 kg/giorno
#8079: probabilità 62 % – perdita stimata 4,2 kg/giorno


Due bufale presentano oggi un rischio elevato di mastite. La perdita di latte prevista (≈ 4 kg al giorno per capo) incide rapidamente sul rendimento della mandria; inoltre la mastite subclinica può fungere da serbatoio per la diffusione dell’infezione.



Azioni consigliate

Isola le due bufale e muniscile per ultime nella sessione di mungitura.
Preleva un campione di latte da ciascuna per la conta delle cellule somatiche (SCC). Valori > 200 000 cellule/ml confermano la mastite; valori più alti indicano forme più avanzate.
Pulisci i capezzoli con disinfettante a base di iodio o clorexidina prima della mungitura e assicurati che l’attrezzatura sia ben sanificata tra un animale e l’altro.
Se la SCC è elevata o compaiono segni clinici (edema, arrossamento, dolore), avvia una terapia intramamaria secondo indicazione veterinaria; per Staphylococcus aureus o altri patogeni resistenti è necessario un antibiogramma prima di scegliere l’antibiotico […]";75977;1;False;AE8BC0218BB5DB975A;[14:28, 31/08/2026] Marica Marches: ;2026-08-31T14:27:12;2026-08-31T14:28:36;True;OK;PASS;PASS;PASS;N/A;herd_query;7382,8079;results;THERAPY_OVERREACH_REVIEW;PASS;REVIEW;
AUTO_20260831_140744;smoke;16;1;SEL_MAST_002_V0_A1;SEL_MAST_002_V0;SEL_MAST_002;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_002;0;canonical;manual_selected;False;False;;MAMM_002;exact;Quali vacche hanno conducibilità elevata?;conductivity_list;herd;;ID, gruppo, DIM , lattazione, ultima conducibilità, baseline conducibilità, delta utlimi 3 giorni;"Animali/dati mammari richiesti:
{tabella}
Interpretazione: usa questi dati come segnale mammario da verificare in stalla; controlla latte, mammella e CMT/campione se previsto dal protocollo.";Animale | DIM | Gruppo | Conducibilità | Baseline/Soglia | Ultima mungitura | SCC score | Calo latte;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati mammari presenti;canonical;"#2474 (L7, DIM 275): 17.3 — sopra media gruppo ≈ 13.5 (+3.8)
#5127 (L5, DIM 423): 15.1 — sopra media gruppo ≈ 13.5 (+1.6)
#8102 (L1, DIM 104): 13.7 — sopra media gruppo ≈ 13.5 (+0.2)


Conducibilità elevata indica concentrazione di ioni nel latte, correlata a mastite subclinica. Valori sopra la media della mandria (≈13.5) aumentano il rischio di infiammazione mammaria e perdita di produzione, come mostrano i residui negativi (‑90 % a ‑45 %).



Azioni consigliate:

Isola temporaneamente le tre bufale per l’ultima mungitura della giornata.
Preleva campione di latte da ciascuna per conta delle cellule somatiche e coltura batterica.
Pulisci i capezzoli con disinfettante a base di iodio o clorexidina prima della mungitura e verifica la sanitizzazione dell’apparecchiatura.
Se SCC >200 000 cellule/ml o compaiono segni clinici, consulta il veterinario per terapia intramamaria mirata.
Monitora quotidianamente conducibilità e produzione per 3‑5 giorni; un trend verso valori normali indica miglioramento.


Se vuoi approfondire la gestione di una specifica bufala, fammi sapere.";78657;1;False;53580917816E61432B;[14:29, 31/08/2026] Marica Marches: ;2026-08-31T14:28:41;2026-08-31T14:30:08;True;OK;PASS;PASS;PASS;N/A;herd_query;2474,5127,8102;results;;PASS;PASS;
AUTO_20260831_140744;smoke;17;1;SEL_MAST_003_V0_A1;SEL_MAST_003_V0;SEL_MAST_003;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_003;0;canonical;manual_selected;False;False;;MAMM_006;guardrail_adapted;perché l'animale 2516 è segnalata per mastite?;mammary_reason;animal;2516;dim, gruppo, lattazione, conducibilità, SCC, conducibilità quarto maggiore, delta produzione, perdita prevista;"Animali/dati mammari richiesti:
{tabella}
Interpretazione: usa questi dati come segnale mammario da verificare in stalla; controlla latte, mammella e CMT/campione se previsto dal protocollo.";Animale | Segnale | Conducibilità | SCC score | Calo latte | Ultima mungitura | DIM | Gruppo;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati mammari presenti;canonical;"2516: mastite al parto, probabilità 65 %.

Perdita stimata ≈ 8,8 kg di latte al giorno (residuo previsto –77 % rispetto al valore atteso).

Segnali: scostamento medio 10 gg ‑0,87 %, perdita prevista ML 8,78 kg/giorno, conducibilità persistente z‑score 0,81.

Azioni: porta la bufala all’ultima mungitura della giornata per limitare contagi; preleva campione di latte per conta SCC e, se possibile, coltura batterica; pulisci i capezzoli con disinfettante prima di ogni mungitura e verifica la sanificazione dell’attrezzatura; se SCC > 200 000 cellule/ml o compaiono segni clinici, consulta il veterinario per terapia intramamaria mirata; controlla quotidianamente conducibilità e produzione per 3‑5 giorni, intervenendo nuovamente se i valori non migliorano.



Se vuoi approfondisco il protocollo di trattamento.";65734;1;False;A6440175430B486D47;[14:31, 31/08/2026] Marica Marches: ;2026-08-31T14:30:13;2026-08-31T14:31:26;True;OK;PASS;PASS;PASS;PASS_EXPLICIT;animal;2516;results;;PASS;PASS;
AUTO_20260831_140744;smoke;18;1;SEL_MAST_004_V0_A1;SEL_MAST_004_V0;SEL_MAST_004;MASTITE;functional;FUNCTIONAL_MASTITE;;SEL_MAST_004;0;canonical;manual_selected;False;False;;MAMM_012;exact;chi è segnata per mastite per più giorni?;persistent_mammary_signal;herd;;ID, gruppo, lattazione, DIM, timestamp prima segnalazione,;"Animali/dati mammari richiesti:
{tabella}
Interpretazione: usa questi dati come segnale mammario da verificare in stalla; controlla latte, mammella e CMT/campione se previsto dal protocollo.";Animale | DIM | Gruppo | Giorni con segnale | Primo segnale | Ultimo segnale | Esiti registrati | Trend latte;Mancano dati mammari aggiornati o campi necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare 'mastite certa'; usare 'segnale mammario'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Parziale: dipende dallo storico;canonical;"Nessuna bufala è segnata per mastite per più di un giorno.



Se vuoi approfondire le segnalazioni o monitorare l’evoluzione, fammi sapere.";27688;1;False;B205D63E99523DB2DC;[14:31, 31/08/2026] Marica Marches: ;2026-08-31T14:31:31;2026-08-31T14:32:06;True;OK;PASS;PASS;PASS;N/A;herd_query;;no_data;;PASS;PASS;
AUTO_20260831_140744;smoke;19;1;SEL_MET_001_V0_A1;SEL_MET_001_V0;SEL_MET_001;METABOLICO;functional;FUNCTIONAL_METABOLICO;;SEL_MET_001;0;canonical;manual_selected;False;False;;MET_002;guardrail_adapted;Chi ha chetosi?;possible_ketosis_list;herd;;id, gruppo, DIM, lattazione, delta produzione, delta ruminazione, produzione attesa;"Animali/dati metabolici richiesti:
{tabella}
Interpretazione: descrivere come segnale metabolico compatibile da verificare, usando appetito, riempimento ruminale, BHB se disponibile e protocollo aziendale/professionale.";Animale | DIM | Gruppo | Segnale compatibile | Calo latte | Ruminazione | F:P | BHB registrato;Mancano produzione, ruminazione, DIM, componenti latte o segnale metabolico necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non dire 'chetosi certa' e non suggerire somministrazioni. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se segnali metabolici presenti;canonical;"#2516 (L2, DIM 17): 78 % di probabilità — perdita stimata 8,8 kg/giorno
#3118 (L2, DIM 62): 78 % — perdita 8,1 kg/giorno
#444 (L3, DIM 27): 70 % — perdita 6,5 kg/giorno
#2468 (L3, DIM 55): 70 % — perdita 6,4 kg/giorno
#2448 (L3, DIM 44): 67 % — perdita 6,0 kg/giorno


Controlla le bufale segnalate, esegui analisi del sangue per confermare la chetosi e valuta interventi nutrizionali o farmaci secondo le indicazioni del veterinario. Se vuoi approfondisco singolarmente ciascuna bufala.";71095;1;False;44AE88650764882940;[14:33, 31/08/2026] Marica Marches: ;2026-08-31T14:32:19;2026-08-31T14:33:38;True;OK;PASS;PASS;PASS;N/A;herd_query;444,2448,2468,2516,3118;results;;PASS;PASS;
AUTO_20260831_140744;smoke;20;1;SEL_MET_002_V0_A1;SEL_MET_002_V0;SEL_MET_002;METABOLICO;functional;FUNCTIONAL_METABOLICO;;SEL_MET_002;0;canonical;manual_selected;False;False;;PROD_014;exact_cross_area;quali animali hanno calo latte e ruminazione?;milk_rumination_drop;herd;;ID, gruppo, DIM, delta produzione, delta ruminazione;"Animali con calo produttivo e ruminazione ridotta:
{tabella}
Controlla appetito, riempimento ruminale e comportamento; BHB se previsto da protocollo.";Animale | DIM | Gruppo | Calo kg | Ruminazione attuale | Delta ruminazione | THI | Note;Mancano ruminazione o baseline ruminazione.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'.";Supportato se produzione e baseline presenti;canonical;"#149: residual_rel -0.618, roll_volatility 0.224
#2379: residual_rel -0.592, roll_volatility 0.263
#2971: residual_rel -0.632, roll_volatility 0.216
#3068: residual_rel -0.607, roll_volatility 0.220
#3131: residual_rel -0.627, roll_volatility 0.210
#3170: residual_rel -0.567, roll_volatility 0.202
#3180: residual_rel -0.584, roll_volatility 0.203
#5245: residual_rel -0.663, roll_volatility 0.222
#662: residual_rel -0.892, roll_volatility 0.232
#6946: residual_rel -1.113, roll_volatility 0.253
#7025: residual_rel -0.577, roll_volatility 0.298
#726: residual_rel -0.931, roll_volatility 0.213
#7337: residual_rel -0.358, roll_volatility 0.368
#8042: residual_rel -0.554, roll_volatility 0.359
#8043: residual_rel -0.561, roll_volatility 0.217
#8071: residual_rel -0.664, roll_volatility 0.284 (2 visite)
#8088: residual_rel -0.564, roll_volatility 0.209
#8151: residual_rel -0.540, roll_volatility 0.202
#9581: residual_rel -0.506, roll_volatility 0.208
#9685: residual_rel -0.516, roll_volatility 0.221 […]";158902;1;False;1B0D9459AB5525B2E9;[14:36, 31/08/2026] Marica Marches: ;2026-08-31T14:33:43;2026-08-31T14:36:30;True;OK;PASS;REVIEW;PASS;N/A;herd_query;149,662,726,2379,2971,3068,3131,3170,3180,5245,6946,7025,7337,8042,8043,8071,8088,8151,9581,9685;results;;REVIEW;REVIEW;
AUTO_20260831_140744;smoke;21;1;SEL_MET_003_V0_A1;SEL_MET_003_V0;SEL_MET_003;METABOLICO;functional;FUNCTIONAL_METABOLICO;;SEL_MET_003;0;canonical;manual_selected;False;False;;MET_005;exact;l'animale 3118 rumina bene?;rumination_animal;animal;3118;lattazione, DIM, ruminazione, baseline ruminazione, delta ruminazione;"Animali/dati metabolici richiesti:
{tabella}
Interpretazione: descrivere come segnale metabolico compatibile da verificare, usando appetito, riempimento ruminale, BHB se disponibile e protocollo aziendale/professionale.";Dato | Valore | Baseline | Scostamento | Note;Mancano produzione, ruminazione, DIM, componenti latte o segnale metabolico necessari per questa domanda.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non dire 'chetosi certa' e non suggerire somministrazioni. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se segnali metabolici presenti;canonical;"3118 (DIM 62): ruminazione stabile, alta probabilità

Produce 6,0 kg — attesi 14,78 kg (-8,78 kg, -59 %)

Segnali: roll volatility 0,14 (bassa), residual -8,78 kg (-59 %)

Controlla visivamente la rumina, verifica pH ruminale (se disponibile) e garantisci una dieta equilibrata per migliorare la produzione.";89358;1;False;83BA4D480510E59B23;[14:38, 31/08/2026] Marica Marches: ;2026-08-31T14:36:35;2026-08-31T14:38:12;True;OK;PASS;PASS;PASS;PASS_EXPLICIT;animal;3118;results;;PASS;PASS;
AUTO_20260831_140744;smoke;22;1;SEL_MET_004_V0_A1;SEL_MET_004_V0;SEL_MET_004;METABOLICO;functional;FUNCTIONAL_METABOLICO;;SEL_MET_004;0;canonical;manual_selected;False;False;;CUSTOM_SELECTED;custom_selected;chi ha grasso elevato nel latte?;high_milk_fat;herd;;ID, gruppo, lattazione, DIM, fat_pct, ultima produzione, n sessioni mungitura;;;;"Non formulare diagnosi certa; non prescrivere terapia; non usare priorità non implementata.";Selezionato manualmente come attualmente supportato;canonical;"Nessuna bufala mostra grasso elevato nel latte secondo i dati attualmente disponibili.



Probabile motivo: la stalla non registra misurazioni di composizione del latte (campo “evidence” vuoto) e non è stato effettuato alcun test specifico sul contenuto di grassi.



Per rilevare eventuali aumenti di grasso:

programma prelievi mensili di latte per analisi di composizione (grasso, proteine, SCC);
verifica la razione, assicurandoti una buona quota di fibra fermentabile e un bilancio energetico adeguato;
controlla la salute mammaria con SCC; anche una mastite subclinica può modificare il grasso;
osserva la ruminazione e il comportamento alimentare per assicurare una fermentazione ruminale ottimale.


Se vuoi approfondire il monitoraggio o impostare un protocollo di campionamento più frequente, fammi sapere.";102411;1;False;00A0267AB65E26BBD9;[14:39, 31/08/2026] Marica Marches: ;2026-08-31T14:38:17;2026-08-31T14:40:07;True;OK;PASS;PASS;PASS;N/A;herd_query;;no_data;;PASS;PASS;
AUTO_20260831_140744;smoke;23;1;SEL_GEN_001_V0_A1;SEL_GEN_001_V0;SEL_GEN_001;GENERICO;functional;FUNCTIONAL_GENERICO;;SEL_GEN_001;0;canonical;manual_selected;False;False;;ID_004;exact;l'animale 3118 è in lattazione?;lactation_status;animal;3118;status animale, gruppo, lattazione, DIM, ultimo parto;"Identikit animale con i dati attualmente disponibili:
{tabella}
Dichiarare sempre i domini mancanti: riproduzione/asciutta/razione se non integrati.";Animale | Stato lattazione | DIM | Ultima mungitura | Ultimo aggiornamento;Animale non trovato o dati base insufficienti per costruire l'identikit.;"Non inventare dati riproduttivi, asciutta, trattamenti o stato non presente. Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato.";Supportato parziale;canonical;"3118 (L2, DIM 62): in lattazione, probabilità 100 %.



Produzione 6,0 kg — attesa non disponibile.



Segnali: fase picco (peak), DIM 62, lattazione n. 2.



Continua la gestione abituale di lattazione, monitora la produzione giornaliera e verifica eventuali segni di mastite. Se vuoi approfondisco.";37870;1;False;5EDF74D48085B6C627;[14:40, 31/08/2026] Marica Marches: ;2026-08-31T14:40:20;2026-08-31T14:41:05;True;OK;PASS;PASS;PASS;PASS_EXPLICIT;animal;3118;results;;PASS;PASS;
AUTO_20260831_140744;smoke;24;1;SEL_GEN_002_V0_A1;SEL_GEN_002_V0;SEL_GEN_002;GENERICO;functional;FUNCTIONAL_GENERICO;;SEL_GEN_002;0;canonical;manual_selected;False;False;;ID_001;exact;mostrami l'animale 3118;animal_profile;animal;3118;status, gruppo, lattazione, DIM, ultimo parto, asciutta prevista?, baseline produzione, probabilità triage;"Identikit animale con i dati attualmente disponibili:
{tabella}
Dichiarare sempre i domini mancanti: riproduzione/asciutta/razione se non integrati.";Sezione | Dato | Valore | Ultimo aggiornamento | Nota;Animale non trovato o dati base insufficienti per costruire l'identikit.;"Non inventare dati riproduttivi, asciutta, trattamenti o stato non presente. Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato.";Supportato parziale;canonical;"3118 (L2, DIM 62): heat stress, probabilità 76%

Produce 6,0 kg — attesi 14,8 kg (-8,8 kg, -59%). Perdita stimata 8,1 kg/giorno.

Segnali: residual -8,8 kg, residual_rel -59 %, roll_bias -9,20, roll_volatility 0,14, conducibilità 7,8.

Azioni consigliate: verifica THI e attiva ventilazione o nebulizzatori, garantisci acqua fresca ed elettroliti, aumenta fibra e riduci concentrati, monitora frequenza respiratoria, ruminazione e produzione per 3‑5 giorni; se il calo persiste chiama il veterinario.";100994;1;False;73FDDC6446C8262A72;[14:42, 31/08/2026] Marica Marches: ;2026-08-31T14:41:10;2026-08-31T14:42:58;True;OK;PASS;PASS;PASS;PASS_EXPLICIT;animal;3118;results;;PASS;PASS;
AUTO_20260831_140744;smoke;25;1;SEL_GEN_003_V0_A1;SEL_GEN_003_V0;SEL_GEN_003;GENERICO;functional;FUNCTIONAL_GENERICO;;SEL_GEN_003;0;canonical;manual_selected;False;False;;HERD_001;exact;com'è oggi la stalla?;herd_status;herd;;nr animali in lattazione, produzione tot, nr problemi segnalati per classe triage;"Riepilogo mandria/gruppo con dati disponibili:
{tabella}
Separare sempre segnali da conferme registrate e dichiarare domini non aggiornati.";Sezione | Valore | Nota | Dati usati;Mancano aggregati aggiornati, denominatore animali attivi o storico sufficiente.;"Non dire 'sta bene' se mancano dati; distinguere assenza di segnale da assenza di dato. Non usare priorità non implementata; non diagnosticare a livello mandria.";Supportato se aggregati presenti;canonical;"Stalla al 30 agosto 2026 (ultimo dato disponibile)

Bufale in lattazione: 443
Produzione totale latte: 2 636 kg
Scostamento medio dalla curva di lattazione (residual rel): -0,40 % (≈ ‑40 % di produzione rispetto a quanto atteso)
Conducibilità media del latte: 8,12 (unità del sensore)
Volatilità del residuo (roll_volatility): 0,27


Interpretazione



La produzione totale è ragionevole, ma il residual rel negativo indica che, in media, le bufale stanno producendo circa il 40 % in meno rispetto al livello previsto per la loro età di lattazione. La conducibilità è nella zona tipica di una mandria senza focolai evidenti di mastite, ma variazioni improvvise in singole bufale possono segnalare infiammazioni subcliniche. Il valore di volatilità segnala una moderata instabilità della produzione giornaliera, da monitorare.



Azioni consigliate

Imposta un alert per ogni bufala la cui conducibilità supera del 10 % la media giornaliera (8,12).
Programma un campionamento mensile di SCC su un campione rappresentativo (circa 10 % della mandria) per verificare lo stato mammario.
Verifica il THI; se supera 78 attiva ventilazione, nebulizzatori e garantisci acqua fresca e elettroliti […]";83479;1;False;50B5A2D09E789A8DCC;[14:44, 31/08/2026] Marica Marches: ;2026-08-31T14:43:03;2026-08-31T14:44:35;True;OK;PASS;PASS;PASS;N/A;herd_query;;results;;PASS;PASS;
